id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_sekolah,npsn,status_sekolah,alamat_sekolah,tahun
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,32.01.21,NANGGUNG,SMP NEGERI 1 NANGGUNG,20200582,NEGERI,JALAN PASIRSARI RT 03 RW 02,2023
10,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,32.01.14,LEUWILIANG,SMP NEGERI 1 LEUWILIANG,20200656,NEGERI,JL. SETU LEUWILIANG BOGOR TELP. (0251) 8647406,2023
100,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMP PANDU,20200573,SWASTA,JL. RAYA CIBUNGBULANG KM. 15 BOGOR,2023
1000,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMP IT AL-FARDIYATUSSAADAH,69946449,SWASTA,KAMPUNG CITEPUS TENGAH RT 02/14,2023
1001,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMP IT AL-ISHLAH GADOG CITARIK,69974123,SWASTA,KP. GADOG RT 003/013,2023
1002,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMP IT AN NUUR,69946079,SWASTA,JALAN PASIR GOONG KILOMETER 02,2023
1003,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMP IT ANNUR CIBODAS,69959932,SWASTA,KP. BATUSAPI RT 13 / RW 04,2023
1004,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMP IT KOMARA MANDIRI,69964981,SWASTA,KP. PARUNGCABOK RT 01/01,2023
1005,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMP IT MIFTAHUL AMAL,69954506,SWASTA,KAMPUNG JAYANTI RT 04/04,2023
1006,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMP MUTIARA TERPADU PALABUHANRATU,20247052,SWASTA,JL. BHAYANGKARA KM 1 PALABUHANRATU,2023
1007,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMP PGRI PALABUHANRATU,20247068,SWASTA,JL. BADAK PUTIH NO. 12,2023
1008,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMP PLUS BUNIWANGI,20258446,SWASTA,JL. KIARA LAWANG KM.06 PUNCAK KERAMAT RT.16/RW.04,2023
1009,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMPIT SAHABAT ALAM,69921132,SWASTA,JL. JENDRAL SUDIRMAN RT 04/15,2023
101,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMP PGRI CIBUNGBULANG,20200707,SWASTA,JL.RAYA CIBUNGBULANG KM 20,2023
1010,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202110,PALABUHANRATU,32.02.01,PALABUHANRATU,SMPS PGRI 2 PELABUHANRATU,69758942,SWASTA,JL. CIKEONG NO 1,2023
1011,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202111,SIMPENAN,32.02.02,SIMPENAN,SMP NEGERI 1 SIMPENAN,20202356,NEGERI,JL. BINA KARYA,2023
1012,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202111,SIMPENAN,32.02.02,SIMPENAN,SMP NEGERI 2 SIMPENAN,20247084,NEGERI,JLN.RAYA CIGARU NO.106,2023
1013,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202111,SIMPENAN,32.02.02,SIMPENAN,SMP NEGERI 3 SIMPENAN,20202367,NEGERI,JALAN DESA CIBUNTU KM. 6,2023
1014,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202111,SIMPENAN,32.02.02,SIMPENAN,SMP NEGERI 4 SIMPENAN SATU ATAP,20253865,NEGERI,SIMPENAN,2023
1015,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202111,SIMPENAN,32.02.02,SIMPENAN,SMP NEGERI 5 SIMPENAN SATU ATAP,60728445,NEGERI,SIMPENAN,2023
1016,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202111,SIMPENAN,32.02.02,SIMPENAN,SMP NEGERI 6 SIMPENAN SATU ATAP,60728947,NEGERI,SIMPENAN,2023
1017,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202111,SIMPENAN,32.02.02,SIMPENAN,SMP ISLAM TERPADU YASIN,20253649,SWASTA,JLN. BOJONGKOPO KM. 7,2023
1018,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202120,WARUNG KIARA,32.02.09,WARUNGKIARA,SMP NEGERI 1 WARUNGKIARA,20202331,NEGERI,JLN. RAYA WARUNGKIARA KM 30 KABUPATEN SUKABUMI,2023
1019,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202120,WARUNG KIARA,32.02.09,WARUNGKIARA,SMP Negeri 2 Warungkiara,20202362,NEGERI,JL. DESA BANTARKALONG,2023
102,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMP TAHFIDZ CAHAYA QUR AN,70028745,SWASTA,PERUMAHAN GREEN VILLAGE BLOK G RT 011 RW 009,2023
1020,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202120,WARUNG KIARA,32.02.09,WARUNGKIARA,SMP NEGERI 3 WARUNGKIARA SATU ATAP,20270937,NEGERI,JALAN CILANDAK SIRNAJAYA KM.4 WARUNGKIARA KAB.SUKABUMI,2023
1021,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202120,WARUNG KIARA,32.02.09,WARUNGKIARA,SMP NEGERI 4 WARUNGKIARA,69851384,NEGERI,JL. DESA BOJONGKERTA,2023
1022,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202120,WARUNG KIARA,32.02.09,WARUNGKIARA,SMP IT MIFTAHUL FALAH,69986954,SWASTA,KP. CIKAMPLONG RT 002/002,2023
1023,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202120,WARUNG KIARA,32.02.09,WARUNGKIARA,SMP PGRI WARUNGKIARA,20247069,SWASTA,JL. PELABUHANRATU KM.32,2023
1024,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202120,WARUNG KIARA,32.02.09,WARUNGKIARA,SMPIT BANI HASYIM,69987923,SWASTA,KP. CIGADOG,2023
1025,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202121,BANTARGADUNG,32.02.04,BANTARGADUNG,SMP NEGERI 1 BANTARGADUNG,20202382,NEGERI,JL. RAYA KEBONCAU DESA BOJONGGALING KECAMATAN BANTARGADUNG,2023
1026,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202121,BANTARGADUNG,32.02.04,BANTARGADUNG,SMP NEGERI 2 BANTARGADUNG,20253294,NEGERI,JL. RAYA PALABUHAN RATU KM 27,2023
1027,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202121,BANTARGADUNG,32.02.04,BANTARGADUNG,SMP ISLAM TERPADU AL-WARDAYANI,70002216,SWASTA,KP. CIJAGUNG RT. 04 RW. 07,2023
1028,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202121,BANTARGADUNG,32.02.04,BANTARGADUNG,SMP PGRI 2 BANTARGADUNG,69893248,SWASTA,KP. CISEUPAN,2023
1029,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202121,BANTARGADUNG,32.02.04,BANTARGADUNG,SMP PGRI 3 BANTARGADUNG,70000815,SWASTA,KP. LEUWICEURI RT 002/002,2023
103,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMP TAMAN ISLAM,20200736,SWASTA,JL. K.H. ABDUL HAMID KM.4 CIBUNGBULANG,2023
1030,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202121,BANTARGADUNG,32.02.04,BANTARGADUNG,SMP PGRI BANTARGADUNG,20247058,SWASTA,JL. PASIRSUREN - BOJONGSOKA,2023
1031,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202121,BANTARGADUNG,32.02.04,BANTARGADUNG,SMPIT NUN KAFFAH AL HUFFAZH,70029440,SWASTA,JL. PADAT KARYA RT 02 RW 02,2023
1032,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202130,JAMPANG TENGAH,32.02.08,JAMPANGTENGAH,SMP NEGERI 1 JAMPANGTENGAH,20202402,NEGERI,JL. PRAMUKA NO. 7 BOJONGLOPANG,2023
1033,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202130,JAMPANG TENGAH,32.02.08,JAMPANGTENGAH,SMP NEGERI 2 JAMPANGTENGAH,20202374,NEGERI,JL. CISAMPIH RT. 08 RW. 02,2023
1034,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202130,JAMPANG TENGAH,32.02.08,JAMPANGTENGAH,SMP NEGERI 3 JAMPANGTENGAH,20247085,NEGERI,JL. CIBOJONG,2023
1035,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202130,JAMPANG TENGAH,32.02.08,JAMPANGTENGAH,SMP NEGERI 4 JAMPANGTENGAH,20258422,NEGERI,JAMPANGTENGAH,2023
1036,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202130,JAMPANG TENGAH,32.02.08,JAMPANGTENGAH,SMP NEGERI 5 JAMPANGTENGAH SATU ATAP,20270938,NEGERI,KP. CISAAT,2023
1037,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202130,JAMPANG TENGAH,32.02.08,JAMPANGTENGAH,SMP IT MUTIARA,69889038,SWASTA,KP. TIPAR RT 15/03,2023
1038,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202130,JAMPANG TENGAH,32.02.08,JAMPANGTENGAH,SMP MARDI YUANA BOJONGLOPANG,20247045,SWASTA,JL. RAYA BOJONGLOPANG NO.4,2023
1039,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202131,PURABAYA,32.02.38,PURABAYA,SMP NEGERI 1 PURABAYA,20247082,NEGERI,JALAN RAYA PURABAYA KM. 39,2023
104,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMPS AULIA,20200620,SWASTA,JL KH ABDUL HAMID KM 03,2023
1040,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202131,PURABAYA,32.02.38,PURABAYA,SMP NEGERI 2 PURABAYA,20256559,NEGERI,JL. NANGERANG KM 09,2023
1041,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202131,PURABAYA,32.02.38,PURABAYA,SMP NEGERI 3 PURABAYA SATAP,69786518,NEGERI,KP. PUSPA DESA MARGALUYU,2023
1042,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202131,PURABAYA,32.02.38,PURABAYA,SMP NEGERI 4 PURABAYA,69851383,NEGERI,JL. DESA NEGLASARI,2023
1043,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202131,PURABAYA,32.02.38,PURABAYA,SMPS TERPADU ALBINA,69752365,SWASTA,JL. RAYA PURABAYA KM 39,2023
1044,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMP NEGERI 2 CIKEMBAR,20202336,NEGERI,JL. TEGALPANJANG KM 10,2023
1045,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMP NEGERI 3 CIKEMBAR,20202364,NEGERI,JLN. CIANGSANA,2023
1046,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMP NEGERI 4 CIKEMBAR,69830468,NEGERI,JL. LEUWILIANG,2023
1047,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMP NEGERI 5 CIKEMBAR SATU ATAP,20270935,NEGERI,SAMPALAN,2023
1048,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMP NEGERI MODEL,69759279,NEGERI,JL. PALABUHAN II KM.22 CIKEMBANG,2023
1049,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMPN 1 CIKEMBAR,20202414,NEGERI,JL. PELABUHAN II KM. 18,2023
105,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMPS BINA INSANUL FIKRI,60726330,SWASTA,JL. KH. ABDUL HAMID KP. CEMPLANG RT. 001/09,2023
1050,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMP ISLAM DARUL HIKMAH,60726855,SWASTA,JL. CIJOLANG DS. PARAKANLIMA,2023
1051,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMP ISLAM MANBAUL HIKMAH,69986023,SWASTA,KP. CIBATU RT 003/002,2023
1052,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMP MARDI YUANA CIKEMBAR,20247046,SWASTA,JL. PELABUHAN II KM. 18 CIKEMBAR,2023
1053,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMP PGRI CIKEMBAR,20247063,SWASTA,JL. PELABUHAN II KM 13,2023
1054,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202140,CIKEMBAR,32.02.10,CIKEMBAR,SMPIT BANI SALEH,69991123,SWASTA,JLN. YONIF 310 KM.1,2023
1055,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202150,NYALINDUNG,32.02.39,NYALINDUNG,SMP NEGERI 1 NYALINDUNG,20202379,NEGERI,JL. RAYA CIKAWUNG,2023
1056,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202150,NYALINDUNG,32.02.39,NYALINDUNG,SMP NEGERI 2 NYALINDUNG,20202377,NEGERI,"JL. RAYA SUKABUMI - SAGARANTEN KM.11,5 DESA CIJANGKAR RT. 002/007",2023
1057,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202150,NYALINDUNG,32.02.39,NYALINDUNG,SMP NEGERI 3 NYALINDUNG,20268754,NEGERI,NYALINDUNG,2023
1058,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202150,NYALINDUNG,32.02.39,NYALINDUNG,SMP ISLAM AL AMANAH,69921776,SWASTA,KP. CIBODAS DS. CIJANGKAR,2023
1059,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202150,NYALINDUNG,32.02.39,NYALINDUNG,SMP IT AL-MULTAZAM,69971659,SWASTA,JALAN WANGUNREJA,2023
106,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMPS BINA MANDIRI CIBUNGBULANG,20257273,SWASTA,KP DUKUH ILIR RT 03/03,2023
1060,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202160,GEGER BITUNG,32.02.40,GEGERBITUNG,SMP NEGERI 1 GEGERBITUNG,20202410,NEGERI,JALAN PRAMUKA 180 GEGERBITUNG,2023
1061,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202160,GEGER BITUNG,32.02.40,GEGERBITUNG,SMP NEGERI 2 GEGERBITUNG,20202371,NEGERI,JL. BALAI DESA CIENGANG,2023
1062,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202160,GEGER BITUNG,32.02.40,GEGERBITUNG,SMP NEGERI 3 GEGERBITUNG SATU ATAP,20270936,NEGERI,JL. CILEGUK NO. 20,2023
1063,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202160,GEGER BITUNG,32.02.40,GEGERBITUNG,SMP NEGERI 4 GEGERBITUNG SATU ATAP,60728443,NEGERI,JALAN PASIR KUDA KM. 4 DESA CIJUREY KEC. GEGERBITUNG,2023
1064,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202160,GEGER BITUNG,32.02.40,GEGERBITUNG,SMPN 5 GEGERBITUNG SATU ATAP,69881821,NEGERI,KP. CIMONTENG RT 15/05,2023
1065,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202160,GEGER BITUNG,32.02.40,GEGERBITUNG,SMP AL MAMUN,69758314,SWASTA,GEGER BITUNG,2023
1066,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202160,GEGER BITUNG,32.02.40,GEGERBITUNG,SMP PGRI GEGERBITUNG,20252041,SWASTA,JL. CIAYUNAN GEGERBITUNG KM. 13,2023
1067,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202171,KEBONPEDES,32.02.34,KEBONPEDES,SMP NEGERI 1 KEBONPEDES,20202407,NEGERI,JL. SELAAWI KM. 8 KEBONPEDES,2023
1068,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202171,KEBONPEDES,32.02.34,KEBONPEDES,SMP ISLAM TERPADU EL - AZZAM,70011539,SWASTA,JL. CIMUNCANG CIKAWUNG KP. CIKARET HILIR,2023
1069,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202171,KEBONPEDES,32.02.34,KEBONPEDES,SMP QORYATUL QUR`AN,70037904,SWASTA,KP. CIMUNCANG,2023
107,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMPS GEMA AKBAR SENTOSA (GAS),20271215,SWASTA,JL. RAYA CEMPLANG KM. 18 CIBUNGBULANG BOGOR,2023
1070,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202171,KEBONPEDES,32.02.34,KEBONPEDES,SMPIT AL-FIRDAUS,69988956,SWASTA,JL. BARU SUKARAJA,2023
1071,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202172,CIREUNGHAS,32.02.35,CIREUNGHAS,SMP NEGERI 1 CIREUNGHAS,20267954,NEGERI,CIREUNGHAS,2023
1072,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202172,CIREUNGHAS,32.02.35,CIREUNGHAS,SMP ISLAM DAARUL FALAH,20246696,SWASTA,"JL. CILANGLA-CIKURUTUG KM. 1,2",2023
1073,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202172,CIREUNGHAS,32.02.35,CIREUNGHAS,SMP NADWAH,20252040,SWASTA,JLN. LEMBUR NO. 69 TEGALPANJANG,2023
1074,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202172,CIREUNGHAS,32.02.35,CIREUNGHAS,SMP PGRI BENCOY,20246698,SWASTA,JL. RAYA CIREUNGHAS KM. 15,2023
1075,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202172,CIREUNGHAS,32.02.35,CIREUNGHAS,SMP TERPADU SINAR ISLAM,20246699,SWASTA,JL. GANDASOLI KM.4 SUKARAJA RT. 01/05,2023
1076,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202172,CIREUNGHAS,32.02.35,CIREUNGHAS,SMP TQ ALMADINAH,70038415,SWASTA,JL. GANDASOLI KP. GUNUNGGOONG,2023
1077,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202172,CIREUNGHAS,32.02.35,CIREUNGHAS,SMPS AL-MASYHAD,69759851,SWASTA,JLN. TUGU KP.CIJURAI RT.02 RW.02,2023
1078,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,32.02.36,SUKALARANG,SMP NEGERI 1 SUKALARANG,20202357,NEGERI,JL.LEMBUR KM.11 SUKALARANG,2023
1079,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,32.02.36,SUKALARANG,SMP NEGERI 2 SUKALARANG SATU ATAP,69758320,NEGERI,JALAN KARAMAT KM. 3 SUKALARANG,2023
108,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMPS IT RAHMATAN LIL ALAMIN,20271027,SWASTA,JL. RAYA BOGOR LEUWILIANG KM.16,2023
1080,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,32.02.36,SUKALARANG,SMP ISLAM AL - HIMMAH,20268245,SWASTA,SUKALARANG,2023
1081,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,32.02.36,SUKALARANG,SMP ISLAM AL GHAZALI,20247033,SWASTA,JALAN RAYA SUKABUMI CIANJUR,2023
1082,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,32.02.36,SUKALARANG,SMP ISLAM AN-NAJMA,20269159,SWASTA,SUKALARANG,2023
1083,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,32.02.36,SUKALARANG,SMP ISLAM AS SYAFIIYAH,20247035,SWASTA,JL.SUKABUMI-CIANJUR KM 10 PULO AIR,2023
1084,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,32.02.36,SUKALARANG,SMP IT KARUNIA INSAN CENDEKIA,70039587,SWASTA,KP. SUKALARANG,2023
1085,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202173,SUKALARANG,32.02.36,SUKALARANG,SMP PGRI SUKALARANG,20267931,SWASTA,SUKALARANG,2023
1086,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202180,SUKABUMI,32.02.32,SUKABUMI,SMP NEGERI 1 SUKABUMI,20268246,NEGERI,JL. SELABINTANA KM. 7 PALASARI RT 17/05,2023
1087,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202180,SUKABUMI,32.02.32,SUKABUMI,SMP AZZAINIYYAH,20246695,SWASTA,JL. PONDOK HALIMUN,2023
1088,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202180,SUKABUMI,32.02.32,SUKABUMI,SMP ISLAM NURUL IKHWAN,20246697,SWASTA,JL. SELABINTANA KM. 6 SUKABUMI,2023
1089,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202180,SUKABUMI,32.02.32,SUKABUMI,SMP IT IBNU KATSIR,69961102,SWASTA,KP. KARAWANG TENGAH,2023
109,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMPS MULIA,20200581,SWASTA,"KP BOJONG NEROS, RT.004/ RW.004",2023
1090,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202180,SUKABUMI,32.02.32,SUKABUMI,SMP PGRI KARAWANG,20247066,SWASTA,"JL. SELABINTANA KM. 4,5",2023
1091,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202180,SUKABUMI,32.02.32,SUKABUMI,SMP TERPADU AL GHIFARI SUKABUMI,20247075,SWASTA,"JL. SELABINTANA KM 6,7",2023
1092,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,32.02.30,KADUDAMPIT,SMP NEGERI 1 KADUDAMPIT,20202404,NEGERI,JL. KADUDAMPIT KM.6,2023
1093,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,32.02.30,KADUDAMPIT,SMP NEGERI 2 KADUDAMPIT,20268427,NEGERI,JL. PASIR DATAR KM. 06,2023
1094,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,32.02.30,KADUDAMPIT,SMP ISLAM PATRIA AL FADLAH,20252037,SWASTA,CIJAGUNG RT 29 RW 07,2023
1095,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,32.02.30,KADUDAMPIT,SMP ISLAM TERPADU YASPIDA,20247079,SWASTA,JL. PARUNGSEAH NO.43 KM.4,2023
1096,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,32.02.30,KADUDAMPIT,SMP ISLAM TERPADU YASPIDA 2,69988630,SWASTA,JL. PARUNGSEAH NO. 43 KM. 4 RT 011/004,2023
1097,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202190,KADUDAMPIT,32.02.30,KADUDAMPIT,SMP MUH. 3 KADUDAMPIT,20247049,SWASTA,JL. KH. DAHLAN,2023
1098,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP NEGERI 1 CISAAT,20202417,NEGERI,JL. RAYA CISAAT NO 243A,2023
1099,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP NEGERI 2 CISAAT,20202359,NEGERI,JL. PEMANDIAN CIGUNUNG KM.4,2023
11,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,32.01.14,LEUWILIANG,SMP NEGERI 2 LEUWILIANG,20200879,NEGERI,JL. PTPN VIII CIANTEN,2023
110,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,32.01.16,CIBUNGBULANG,SMPS PLUS AL HIDAYAH,20231140,SWASTA,"JL. KELURAHAN, DESA CIBATOK I, CIBUNGBULANG",2023
1100,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP AL MASTHURIYAH,20247023,SWASTA,TIPAR,2023
1101,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP DAARUL FALAAH CISAAT,20245289,SWASTA,JL. SELAJAMBE NO.112,2023
1102,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP ISLAM AL - ANHAR,20267734,SWASTA,CISAAT,2023
1103,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP ISLAM AL HIDAYAH,20246142,SWASTA,JL. RAYA CIBATU NO 387,2023
1104,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP ISLAM MECCA MEDINA,69991776,SWASTA,JLN. GERBANG PERUM BUMI BABAKAN DAMAI RT 030 RW 010,2023
1105,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP ISLAM TERPADU ADZKIA,20254113,SWASTA,JALAN CIKIRAY,2023
1106,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP ISLAM TERPADU SUNANUNNIDZOM,70036453,SWASTA,KP. PEUTEUY CONDONG,2023
1107,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP MUHAMMADIYAH 2 CISAAT,20247047,SWASTA,JL. CIKIRAY NO.15 CISAAT,2023
1108,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202200,CISAAT,32.02.29,CISAAT,SMP PARZENNY,69973100,SWASTA,JALAN KARYA BHAKTI,2023
