id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,status_sekolah,jumlah_siswa,satuan,tahun_ajaran
281,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,73170,SISWA,2024/2025
282,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,43872,SISWA,2024/2025
283,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,40733,SISWA,2024/2025
284,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,50239,SISWA,2024/2025
285,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,47152,SISWA,2024/2025
286,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,104523,SISWA,2024/2025
287,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,97378,SISWA,2024/2025
288,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,58990,SISWA,2024/2025
289,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,54478,SISWA,2024/2025
290,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,52369,SISWA,2024/2025
291,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,49202,SISWA,2024/2025
292,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,86168,SISWA,2024/2025
293,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,81202,SISWA,2024/2025
294,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,73856,SISWA,2024/2025
295,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,68440,SISWA,2024/2025
296,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,52936,SISWA,2024/2025
297,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,49473,SISWA,2024/2025
298,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,127263,SISWA,2024/2025
299,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,118823,SISWA,2024/2025
300,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,182461,SISWA,2024/2025
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,171500,SISWA,2024/2025
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,82921,SISWA,2024/2025
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,77252,SISWA,2024/2025
304,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,15903,SISWA,2024/2025
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,14749,SISWA,2024/2025
306,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,51694,SISWA,2024/2025
307,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,48400,SISWA,2024/2025
308,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,17199,SISWA,2024/2025
309,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,15082,SISWA,2024/2025
310,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,103716,SISWA,2024/2025
311,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,97628,SISWA,2024/2025
312,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,17413,SISWA,2024/2025
313,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,16223,SISWA,2024/2025
314,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,116537,SISWA,2024/2025
315,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,110033,SISWA,2024/2025
316,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,82166,SISWA,2024/2025
317,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,77251,SISWA,2024/2025
318,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,23881,SISWA,2024/2025
319,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,22757,SISWA,2024/2025
320,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,32326,SISWA,2024/2025
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,30313,SISWA,2024/2025
322,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,7340,SISWA,2024/2025
323,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,6839,SISWA,2024/2025
