id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_sekolah,jumlah_murid,satuan,tahun_ajaran
22,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,7505,ORANG,2017/2018
23,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,46289,ORANG,2017/2018
24,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,16304,ORANG,2017/2018
25,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,50490,ORANG,2017/2018
26,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,10591,ORANG,2017/2018
27,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,37485,ORANG,2017/2018
28,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,3146,ORANG,2017/2018
29,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,72899,ORANG,2017/2018
30,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,13176,ORANG,2017/2018
31,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,80168,ORANG,2017/2018
32,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,36465,ORANG,2017/2018
33,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,41086,ORANG,2017/2018
34,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,21336,ORANG,2017/2018
35,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,11554,ORANG,2017/2018
36,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,1504,ORANG,2017/2018
37,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,18036,ORANG,2017/2018
38,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,27109,ORANG,2017/2018
39,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,13524,ORANG,2017/2018
40,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,3070,ORANG,2017/2018
41,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,56439,ORANG,2017/2018
42,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,51544,ORANG,2017/2018
43,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,16062,ORANG,2017/2018
44,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,3433,ORANG,2017/2018
45,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,48023,ORANG,2017/2018
46,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,47081,ORANG,2017/2018
47,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,26975,ORANG,2017/2018
48,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,38229,ORANG,2017/2018
49,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,12804,ORANG,2017/2018
50,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,8669,ORANG,2017/2018
51,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,19867,ORANG,2017/2018
52,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,9030,ORANG,2017/2018
53,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,6087,ORANG,2017/2018
54,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,1786,ORANG,2017/2018
55,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,83388,ORANG,2019/2020
56,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,121484,ORANG,2019/2020
57,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,56123,ORANG,2019/2020
58,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,30785,ORANG,2019/2020
59,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,66201,ORANG,2019/2020
60,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,29599,ORANG,2019/2020
61,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,71289,ORANG,2019/2020
62,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,64411,ORANG,2019/2020
63,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,69183,ORANG,2019/2020
64,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,34788,ORANG,2019/2020
65,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,44197,ORANG,2019/2020
66,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,19435,ORANG,2019/2020
67,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,32431,ORANG,2019/2020
