id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_sekolah,jumlah_murid,satuan,tahun_ajaran
100,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,52796,ORANG,2018/2019
101,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,4614,ORANG,2018/2019
102,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,34586,ORANG,2018/2019
103,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,5858,ORANG,2018/2019
104,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,13563,ORANG,2018/2019
105,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,7286,ORANG,2018/2019
106,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,12518,ORANG,2018/2019
107,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,5511,ORANG,2018/2019
108,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,2879,ORANG,2018/2019
109,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,12029,ORANG,2019/2020
110,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,123010,ORANG,2019/2020
111,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,9866,ORANG,2019/2020
112,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,38388,ORANG,2019/2020
113,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,21909,ORANG,2019/2020
114,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,43585,ORANG,2019/2020
115,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,11868,ORANG,2019/2020
116,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,47540,ORANG,2019/2020
117,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,18767,ORANG,2019/2020
118,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,41849,ORANG,2019/2020
119,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,11219,ORANG,2019/2020
120,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,33725,ORANG,2019/2020
121,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,8690,ORANG,2019/2020
122,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,13966,ORANG,2019/2020
123,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,13717,ORANG,2019/2020
124,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,14815,ORANG,2019/2020
125,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,10647,ORANG,2019/2020
126,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,43613,ORANG,2019/2020
127,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,14645,ORANG,2019/2020
128,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,13547,ORANG,2019/2020
129,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,7592,ORANG,2019/2020
130,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,20475,ORANG,2019/2020
131,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,20692,ORANG,2019/2020
132,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,29428,ORANG,2019/2020
133,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,11503,ORANG,2019/2020
134,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,26645,ORANG,2019/2020
135,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,13701,ORANG,2019/2020
136,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,8491,ORANG,2019/2020
137,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,18824,ORANG,2019/2020
138,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,43525,ORANG,2019/2020
139,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,16308,ORANG,2019/2020
140,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,52959,ORANG,2019/2020
141,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,7296,ORANG,2019/2020
142,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,25831,ORANG,2019/2020
143,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,5118,ORANG,2019/2020
144,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,4547,ORANG,2019/2020
145,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,6534,ORANG,2019/2020
146,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,31074,ORANG,2019/2020
147,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,6175,ORANG,2019/2020
148,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,6635,ORANG,2019/2020
149,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,25199,ORANG,2019/2020
150,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,36812,ORANG,2019/2020
151,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,3768,ORANG,2019/2020
152,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,7861,ORANG,2019/2020
153,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,14485,ORANG,2019/2020
154,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,50262,ORANG,2019/2020
155,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,4519,ORANG,2019/2020
156,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,34630,ORANG,2019/2020
157,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,5984,ORANG,2019/2020
158,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,12912,ORANG,2019/2020
159,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,7362,ORANG,2019/2020
160,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,12312,ORANG,2019/2020
161,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,5670,ORANG,2019/2020
162,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,2781,ORANG,2019/2020
163,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,12029,ORANG,2020/2021
164,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,123010,ORANG,2020/2021
165,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,9866,ORANG,2020/2021
166,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,38388,ORANG,2020/2021
167,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,21909,ORANG,2020/2021
168,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,43585,ORANG,2020/2021
169,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,11868,ORANG,2020/2021
170,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,47540,ORANG,2020/2021
171,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,18767,ORANG,2020/2021
172,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,41849,ORANG,2020/2021
173,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,11219,ORANG,2020/2021
174,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,33725,ORANG,2020/2021
175,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,8690,ORANG,2020/2021
176,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,13966,ORANG,2020/2021
177,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,13717,ORANG,2020/2021
178,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,14815,ORANG,2020/2021
179,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,10647,ORANG,2020/2021
180,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,43613,ORANG,2020/2021
181,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,14645,ORANG,2020/2021
182,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,13547,ORANG,2020/2021
183,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,7592,ORANG,2020/2021
184,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,20475,ORANG,2020/2021
185,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,20692,ORANG,2020/2021
186,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,29428,ORANG,2020/2021
187,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,11503,ORANG,2020/2021
188,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,26645,ORANG,2020/2021
189,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,13701,ORANG,2020/2021
190,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,8491,ORANG,2020/2021
191,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,18824,ORANG,2020/2021
192,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,43525,ORANG,2020/2021
193,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,16308,ORANG,2020/2021
194,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,52959,ORANG,2020/2021
195,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,7296,ORANG,2020/2021
196,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,25831,ORANG,2020/2021
197,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,5118,ORANG,2020/2021
198,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,4547,ORANG,2020/2021
199,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,6534,ORANG,2020/2021
200,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,31074,ORANG,2020/2021
201,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,6175,ORANG,2020/2021
202,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,6635,ORANG,2020/2021
203,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,25199,ORANG,2020/2021
204,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,36812,ORANG,2020/2021
205,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,3768,ORANG,2020/2021
206,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,7861,ORANG,2020/2021
207,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,14485,ORANG,2020/2021
208,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,50262,ORANG,2020/2021
209,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,4519,ORANG,2020/2021
210,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,34630,ORANG,2020/2021
211,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,5984,ORANG,2020/2021
212,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,12912,ORANG,2020/2021
213,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,7362,ORANG,2020/2021
214,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,12312,ORANG,2020/2021
215,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,5670,ORANG,2020/2021
216,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,2781,ORANG,2020/2021
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,13264,ORANG,2021/2022
218,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,119496,ORANG,2021/2022
219,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,10011,ORANG,2021/2022
220,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,32671,ORANG,2021/2022
221,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,22699,ORANG,2021/2022
222,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,36588,ORANG,2021/2022
223,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,12733,ORANG,2021/2022
224,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,42513,ORANG,2021/2022
225,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,20090,ORANG,2021/2022
226,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,36678,ORANG,2021/2022
227,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,12236,ORANG,2021/2022
228,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,29253,ORANG,2021/2022
229,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,8595,ORANG,2021/2022
230,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,12175,ORANG,2021/2022
231,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,15601,ORANG,2021/2022
232,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,12125,ORANG,2021/2022
233,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,11335,ORANG,2021/2022
234,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,40978,ORANG,2021/2022
235,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,15265,ORANG,2021/2022
236,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,11865,ORANG,2021/2022
237,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,7689,ORANG,2021/2022
238,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,18531,ORANG,2021/2022
239,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,21655,ORANG,2021/2022
240,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,27891,ORANG,2021/2022
241,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,11990,ORANG,2021/2022
242,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,24036,ORANG,2021/2022
243,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,13631,ORANG,2021/2022
244,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,7737,ORANG,2021/2022
245,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,19475,ORANG,2021/2022
246,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,42211,ORANG,2021/2022
247,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,18805,ORANG,2021/2022
248,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,52452,ORANG,2021/2022
249,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,7881,ORANG,2021/2022
250,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,23607,ORANG,2021/2022
251,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,5505,ORANG,2021/2022
252,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,4171,ORANG,2021/2022
253,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,6639,ORANG,2021/2022
254,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,27274,ORANG,2021/2022
255,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,6009,ORANG,2021/2022
256,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,4800,ORANG,2021/2022
257,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,25344,ORANG,2021/2022
258,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,29119,ORANG,2021/2022
259,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,3855,ORANG,2021/2022
260,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,6916,ORANG,2021/2022
261,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,16149,ORANG,2021/2022
262,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,45775,ORANG,2021/2022
263,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,4894,ORANG,2021/2022
264,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,33759,ORANG,2021/2022
265,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,5917,ORANG,2021/2022
266,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,11057,ORANG,2021/2022
267,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,7647,ORANG,2021/2022
268,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,9779,ORANG,2021/2022
269,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,5865,ORANG,2021/2022
270,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,2209,ORANG,2021/2022
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,14166,ORANG,2022/2023
272,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,119959,ORANG,2022/2023
273,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,10615,ORANG,2022/2023
274,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,29103,ORANG,2022/2023
275,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,23675,ORANG,2022/2023
276,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,34088,ORANG,2022/2023
277,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,13274,ORANG,2022/2023
278,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,42252,ORANG,2022/2023
