id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_sekolah,npsn,status_sekolah,alamat_sekolah,tahun
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201210,CIBINONG,32.01.01,CIBINONG,SD N BEDAHAN 01,20201314,NEGERI,BEDAHAN RT 01 RW 10,2023
10,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201210,CIBINONG,32.01.01,CIBINONG,SD N KARADENAN,20201662,NEGERI,JL. PEMDA SUKAHATI CIBINONG,2023
100,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,32.01.07,CILEUNGSI,SD N CILEUNGSI 03,20201768,NEGERI,JL PASAR LAMA DESA CILEUNGSI,2023
1000,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N CIOMAS 09,20230484,NEGERI,KP DUREN RT04 RW06,2023
10000,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209090,MUNDU,32.09.12,MUNDU,SD NEGERI 2 SUCI,20244508,NEGERI,DESA SUCI,2023
10001,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209090,MUNDU,32.09.12,MUNDU,SD NEGERI 3 MUNDUPESISIR,20214550,NEGERI,JALAN RAYA MUNDUPESISIR ( BELAKANG PASAR MUNDU ),2023
10002,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209090,MUNDU,32.09.12,MUNDU,SD NEGERI 3 PENPEN,20214580,NEGERI,JL. LAPANG BOLA NO. 8,2023
10003,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209090,MUNDU,32.09.12,MUNDU,SDIT WARUDUWUR,70007495,SWASTA,DUSUN I RT.02 RW.01,2023
10004,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209090,MUNDU,32.09.12,MUNDU,SDS HUDZAIFAH IBNUL YAMAN,69790731,SWASTA,JL. DESA LUWUNG BLOK KINAIJA,2023
10005,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 BOJONG NEGARA,20215186,NEGERI,JALAN PANGERAN DIPONEGORO NO. 01,2023
10006,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 CILEDUG KULON,20215175,NEGERI,JL. R.A. KARTINI NO. 22,2023
10007,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 CILEDUG LOR,20215312,NEGERI,JL. MAWAR NO.267,2023
10008,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 CILEDUG WETAN,20215293,NEGERI,JL. PELABUHAN CIHOE,2023
10009,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 CILEDUGTENGAH,20215294,NEGERI,JL.LAPANG BOLA AMPERA NO.16 DESA CILEDUG TENGAH KEC. CILEDUG KAB. CIREBON,2023
1001,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N CIOMAS 1,20230480,NEGERI,JL. CIOMAS KRETEG,2023
10010,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 DAMARGUNA,20215311,NEGERI,JL. SEMBOJA NO. 47,2023
10011,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 JATISEENG,20215079,NEGERI,JL. LETJEND. S. PARMAN GG. ASRAL NO. 14,2023
10012,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 JATISEENG KIDUL,20215078,NEGERI,JL. P. WALANGSUNGSANG NO. 103,2023
10013,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 LEUWEUNGGAJAH,20244363,NEGERI,JL. LETJEN S PARMAN NO. 01,2023
10014,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 1 TENJOMAYA,20215580,NEGERI,JL. BUYUT BARIS,2023
10015,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 2 BOJONGNEGARA,20215549,NEGERI,JL. PEMUDA NO. 45,2023
10016,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 2 CILEDUG TENGAH,20215353,NEGERI,JL. KI BLEDUG JAYA NO. 26,2023
10017,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 2 CILEDUGWETAN,20215352,NEGERI,JALAN SUNAN GUNUNG JATI,2023
10018,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 2 DAMARGUNA,20215373,NEGERI,JL. SEMBOJA NO. 13,2023
10019,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 2 LEUWEUNGGAJAH,20214653,NEGERI,JL. LETJEN S PARMAN,2023
1002,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N KOTABATU 01,20201620,NEGERI,KAPT. YUSUP NO.1,2023
10020,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD NEGERI 3 CILEDUG LOR,20214483,NEGERI,JL. CEMPAKA NO. 30,2023
10021,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SD SANTO THOMAS CILEDUG,20215223,SWASTA,JL. PANGERAN WALANGSUNGSANG NO 139,2023
10022,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209020,CILEDUG,32.09.02,CILEDUG,SDIT AL-IRSYAD AL-ISLAMIYYAH,69972490,SWASTA,JL.MERDEKA BARAT GG. KAUMAN NO.50,2023
10023,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 DOMPYONG KULON,20215307,NEGERI,JL. DESA DOMPYONG KULON,2023
10024,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 DOMPYONG WETAN,20215306,NEGERI,DUSUN 01 NO 158,2023
10025,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 GAGASARI,20215300,NEGERI,JL. DESA GAGASARI,2023
10026,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 GEBANG,20215297,NEGERI,JALAN PANGERAN SUTAJAYA,2023
10027,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 GEBANG KULON,20215278,NEGERI,JL. SOEKARNO HATTA NO.02,2023
10028,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 GEBANGILIR,20215279,NEGERI,JL. KRANDON,2023
10029,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 GEBANGMEKAR,20215260,NEGERI,JL. SOEKARNO HATTA KM. 22 BY PASS,2023
1003,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N KOTABATU 02,20201621,NEGERI,JLN KAPTEN YUSUF NO 3,2023
10030,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 GEBANGUDIK,20215259,NEGERI,JL. PANGERAN SUTAJAYA,2023
10031,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 KALIMARO,20215098,NEGERI,JL. KUBANG RATI NO. 1 DESA KALIMARO,2023
10032,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 KALIMEKAR,20215096,NEGERI,JL. KANTOR DESA KALIMEKAR NO. 405,2023
10033,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 KALIPASUNG,20215093,NEGERI,JL. DESA KALIPASUNG,2023
10034,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 MELAKASARI,20244365,NEGERI,MELAKASARI,2023
10035,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 1 PLAYANGAN,20215493,NEGERI,JL. SOEKARNO-HATTA NO. 101,2023
10036,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 2 DOMPYONG WETAN,20215369,NEGERI,DOMPYONG WETAN,2023
10037,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 2 GEBANG KULON,20215323,NEGERI,JL. SUTAJAYA BLOK KRAPYAK,2023
10038,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 2 GEBANG UDIK,20215321,NEGERI,JL. SEMBOJA DESA GEBANG UDIK - GEBANG,2023
10039,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 2 GEBANGILIR,20215324,NEGERI,JL. RAYA SOEKARNO-HATTA KM.23,2023
1004,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N KOTABATU 03,20230541,NEGERI,JL ASRAMA BADAK PUTIH 1,2023
10040,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 3 DOMPYONGWETAN,20214471,NEGERI,JALAN RAYA DOMPYONGWETAN,2023
10041,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 3 GEBANG KULON,20214475,NEGERI,JL. DESA GEBANG KULON,2023
10042,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD NEGERI 3 GEBANG MEKAR,20214485,NEGERI,DESA GEBANG MEKAR - GEBANG,2023
10043,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD AL-QURAN IMAM BAIHAQI,69970113,SWASTA,JL.PANGERAN SUTAJAYA BLOK SINGKIL RT.01 RW.06,2023
10044,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD IT AL RAHMAH,20254033,SWASTA,JL. DESA GEBANG KULON,2023
10045,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209041,GEBANG,32.09.30,GEBANG,SD KAUMAN,20254034,SWASTA,JL. DESA GEBANG KAUMAN,2023
10046,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 1 BABAKAN,20215211,NEGERI,JL. KI JATIRA,2023
10047,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 1 BRINGIN,20215184,NEGERI,JL.JEND.URIP SUMOHARJO,2023
10048,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 1 BUDUR,20215183,NEGERI,JL. DESA BUDUR,2023
10049,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 1 CIWARINGIN,20215280,NEGERI,CIWARINGIN,2023
1005,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N KOTABATU 04,20201636,NEGERI,JL N KAPTEN YUSUF 23,2023
10050,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 1 GALAGAMBA,20215299,NEGERI,JLN JENDRAL URIP SUMOHARJO NO. 174,2023
10051,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 1 GINTUNG KIDUL,20215247,NEGERI,BLOK DESA GINTUNG KIDUL,2023
10052,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 1 GINTUNG RANJENG,20215262,NEGERI,JLN KI ARIS BLOK PESANTREN,2023
10053,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 1 GINTUNG TENGAH,20215261,NEGERI,JALAN WIJAYA KUSUMA NO.22,2023
10054,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 2 BABAKAN,20244387,NEGERI,JLN.KIJATIRA,2023
10055,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 2 BRINGIN,20215547,NEGERI,JALAN JENDERAL URIP SUMIHARJO,2023
10056,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 2 CIWARINGIN,20215375,NEGERI,BLOK DESA,2023
10057,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 2 GALAGAMBA,20215327,NEGERI,JLN.K.H TARMIDZI,2023
10058,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 2 GINTUNG KIDUL,20215347,NEGERI,JLN KI ARIS BLOK LAPANG BOLA,2023
10059,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209210,CIWARINGIN,32.09.26,CIWARINGIN,SD NEGERI 3 GINTUNG KIDUL,20214498,NEGERI,JALAN DESA GINTUNG KIDUL,2023
1006,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N KOTABATU 05,20201637,NEGERI,JL KAPTEN YUSUF NO 68,2023
10060,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 CANGKRING,20215191,NEGERI,JL. NYI GEDE CANGKRING,2023
10061,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 GAMEL,20215298,NEGERI,JL.SYEKH DATUL KAHFI,2023
10062,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 KALIWULU,20215051,NEGERI,JL. KINATAGAMA,2023
10063,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 PANEMBAHAN,20215126,NEGERI,JL.PANEMBAHAN RATU NO.127,2023
10064,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 PANGKALAN,20244368,NEGERI,JL NYI GEDE CANGKRING,2023
10065,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 SARABAU,20244377,NEGERI,JL. SYEKH DATUL KAHFI,2023
10066,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 TEGALSARI,20215581,NEGERI,JL. NYI GEDE CANGKRING NO.3 DESA TEGALSARI KECAMATAN PLERED KABUPATEN CIRREBON,2023
10067,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 TRUSMI KULON,20215578,NEGERI,JL. INDRAKILA,2023
10068,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 TRUSMI WETAN,20215577,NEGERI,JL. BUYUT TRUSMI,2023
10069,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 1 WOTGALI,20215001,NEGERI,JL. SYEKH DATUL KAHFI,2023
1007,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N KOTABATU 06,20230542,NEGERI,JALAN ASRAMA BADAK PUTIH I,2023
10070,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 2 CANGKRING,20246447,NEGERI,JL. NYI GEDE CANGKRING,2023
10071,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 2 KALIWULU,20215440,NEGERI,JL. KINATAGAMA KALIWULU,2023
10072,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 2 PANGKALAN,20214619,NEGERI,JL. NYI GEDE CANGKIRNG,2023
10073,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 2 SARABAU,20214727,NEGERI,JL.SYEKH DATUL KAHFI 25,2023
10074,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 2 TEGALSARI,20214704,NEGERI,JLN. MASJID WADAS,2023
10075,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 3 KALIWULU,20214596,NEGERI,JALAN NYI GEDE CANGKRING GANG CEMPAKA,2023
10076,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 3 PANEMBAHAN,20214543,NEGERI,JLN.PANEMBAHAN RATU,2023
10077,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SD NEGERI 3 TEGALSARI,20214941,NEGERI,JL. OTTO ISKANDARDINATA,2023
10078,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209151,PLERED,32.09.36,PLERED,SDIT ALIEF MARDHIYAH,69985875,SWASTA,JL.OTTO ISKANDARDINATA BLOK ASINAN RT.006 RW.003,2023
10079,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 AMBIT,20215219,NEGERI,JL.DESA AMBIT NO. 10,2023
1008,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N KOTABATU 07,20201622,NEGERI,JALAN ASRAMA BADAK PUTIH 01,2023
10080,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 CIBOGO,20215201,NEGERI,JL. KH. ZAENAL ARIFIN NO. 32 DESA CIBOGO,2023
10081,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 CIKULAK,20215194,NEGERI,JL. RAYA CIKULAK,2023
10082,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 CIKULAK KIDUL,20215193,NEGERI,JL. SILIWANGI NO. 78 BLOK KARANGANYAR,2023
10083,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 CISAAT,20254084,NEGERI,JL.KH.ZAENAL ARIFIN,2023
10084,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 CIUYAH,20215281,NEGERI,JL. CIUYAH,2023
10085,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 GUNUNGSARI,20215270,NEGERI,JL. RAYA GUNUNGSARI NO. 17,2023
10086,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 KARANGSARI,20215052,NEGERI,JL. RAYA CIBOGO - AMBIT,2023
10087,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 MEKARSARI,20215110,NEGERI,JALAN MEKAR SARI,2023
10088,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 WALEDASEM,20215571,NEGERI,DUSUN ASEM,2023
10089,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 WALEDDESA,20215570,NEGERI,JALAN RAYA WALEDDESA,2023
1009,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N KOTABATU 09,20201638,NEGERI,JL KAPTEN YUSUP NO 23,2023
10090,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 1 WALEDKOTA,20244383,NEGERI,JL. PEMBANGUNAN,2023
10091,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 2 AMBIT,20215585,NEGERI,JL. RAYA AMBIT NO.10 DESA AMBIT,2023
10092,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 2 CIBOGO,20215362,NEGERI,JL. KH ZAENAL ARIFIN NO. 52,2023
10093,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 2 CIKULAKKIDUL,20215356,NEGERI,JL SILIWANGI NO 82 RT 01 RW 06,2023
10094,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 2 CIUYAH,20215376,NEGERI,JL. SILOPANGANTEN NO. 1,2023
10095,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 2 WALEDKOTA,20214708,NEGERI,JL. DEWI SARTIKA NO.126,2023
10096,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 3 CIKULAK,20214503,NEGERI,JL. DESA CIKULAK,2023
10097,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 3 CIUYAH,20214477,NEGERI,JL. CIKONENG NO. 3,2023
10098,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209010,WALED,32.09.01,WALED,SD NEGERI 3 WALEDKOTA,20214935,NEGERI,JL.DEWI SARTIKA,2023
10099,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 1 BUNGKO,20215180,NEGERI,JL. KI GEDE BUNGKO RT. 01 RW.02,2023
101,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,32.01.07,CILEUNGSI,SD N CILEUNGSI 04,20201769,NEGERI,KP. SAWAH RT 05/04,2023
1010,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N LALADON 01,20201633,NEGERI,KP. BUBULAK RT.001/009,2023
10100,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 1 BUNGKO LOR,20215179,NEGERI,JL. KI GEDE BUNGKO,2023
10101,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 1 DUKUH,20215305,NEGERI,JL. SYEKH MENGGER NO. 3A,2023
10102,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 1 GROGOL,20244342,NEGERI,JL. PERTAMINA,2023
10103,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 1 KAPETAKAN,20214922,NEGERI,JL. SUNAN GUNUNG JATI,2023
10104,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 1 KARANGKENDAL,20215040,NEGERI,JL. SYEKH MAGELUNG SAKTI,2023
10105,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 1 KERTASURA,20215141,NEGERI,JL. SUNAN GUNUNG JATI NO.16,2023
10106,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 1 PEGAGAN KIDUL,20244344,NEGERI,JL. KI BUYUT JATI MULYA,2023
10107,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 1 PEGAGAN LOR,20215500,NEGERI,DESA PEGAGAN LOR,2023
10108,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 2 BUNGKO,20215545,NEGERI,JL. KI GEDE BUNGKO BLOK KALI SAWO,2023
10109,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 2 BUNGKO LOR,20215544,NEGERI,JALAN KI GEDE BUNGKO,2023
1011,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,32.01.29,CIOMAS,SD N LALADON 03,20230544,NEGERI,JL. RAYA LALADON RT 04 RW 01,2023
10110,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 2 DUKUH,20215368,NEGERI,JL. SYEKH MENGGER,2023
10111,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 2 KAPETAKAN,20215437,NEGERI,KAPETAKAN,2023
10112,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 2 KARANGKENDAL,20215416,NEGERI,JLN SUNAN GUNUNG JATI,2023
10113,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 2 KERTASURA,20214667,NEGERI,JLN SUNAN GUNUNG JATI,2023
10114,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 2 PEGAGAN LOR,20214639,NEGERI,JL. SUNAN GUNUNG JATI,2023
10115,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 3 KERTASURA,20214609,NEGERI,JL. SUNAN GUNUNG JATI,2023
10116,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 3 PEGAGAN KIDUL,20214553,NEGERI,JL. SUNAN GUNUNG JATI,2023
10117,32,JAWA BARAT,3209,KABUPATEN CIREBON,3209180,KAPETAKAN,32.09.22,KAPETAKAN,SD NEGERI 4 PEGAGAN KIDUL,20214911,NEGERI,PEGAGAN KIDUL,2023
