id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_sekolah,npsn,status_sekolah,alamat_sekolah
307,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SLB AUTISME PELITA HAFIZH,20219865,SWASTA,JL. KOTA BARU I NO.4 BANDUNG
308,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,SLB RISANTYA,20280591,SWASTA,JL KOTA BARU NO 30
309,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SLB B TUT WURI HANDAYANI,20280589,SWASTA,JL PERUMNAS CIJERAH 1 BLOK V NO.45
310,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,SLB Pelita Adinda B,69948890,SWASTA,JL. REUNGAS RT.03/06
311,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,SLB SOLALIN,20280590,SWASTA,JL. SARIMANAH BLOK XII NO 170
312,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,SLB ABCD CARINGIN,20219867,SWASTA,JL. HOLIS GG. FAQIH RT 02/09
313,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,SLB KASIH IBU,20280595,SWASTA,JL. KOPO CIRANGRANG TIMUR NO.07
314,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,SLBS GEMILANG,20219880,SWASTA,JL. AKI PADMA NO. 7 RT. 05/08
315,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,SLB NEGERI CICENDO,26017001,NEGERI,JL. CICENDO NO. 2
316,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SLB YRBB,20280600,SWASTA,JL. KOSAR NO. 147 CIJAMBE INDAH
317,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SLB ABCDE LOB,20280599,SWASTA,JL. MANGLAYANG I NO. 7
318,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SLB B SILIH ASIH,20219864,SWASTA,JL. EMBAH JAKSA CIPADUNG
319,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,SLB C SILIH ASIH,20219882,SWASTA,JL. EMBAH JAKSA CIPADUNG
320,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SLB DARUL HIDAYAH,69830375,SWASTA,JL. 17 AGUSTUS 2 NO 19
321,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,SLB-BC Murni YPKSM,20219878,SWASTA,JL. BINONG JATI I NO. 4
322,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,SLB BC YPLAB CIBADUYUT,20280596,SWASTA,"JL.CIBADUYUT, GG.M.A MAJJA NO.4"
323,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SLB D YPAC,20219745,SWASTA,JL. MUSTANG NO. 46
324,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SLB MUHAMMADIYAH CIPEDES,20259612,SWASTA,JL SUKAGALIH GG. H. GOZALI NO. 119B
325,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,SLB NOOR RAKHMAH,20280592,SWASTA,JL. CIPEDES SELATAN NO. 85
326,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SLB ARRAHMAN,20219866,SWASTA,JL. TERUSAN GBI NO. 126
327,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SLB BC BINA KASIH,20219877,SWASTA,JL. CIPAMOKOLAN KEBON JERUK II RT 02 RW 07
328,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SLB BC NIKE ARDILA YPWN,20219876,SWASTA,JL. KALI CIPAMOKOLAN SOEKARNO - HATTA
329,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SLB JATIS HURIP,20219744,SWASTA,KOMPLEK PASIR POGOR JL. PASIR INTAN NO. 4
330,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SLB YPDP,20271533,SWASTA,JL. PURI ASIH VIII NO. 12 SANTOSA ASIH JAYA
331,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,SLB B SUMBERSARI,20219862,SWASTA,JL. MAJALAYA II NO 29
332,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,SLB C SUMBER SARI,20219761,SWASTA,JL. MAJALAYA II NO 29
333,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,SLB C BUDAYA BANGSA,20219871,SWASTA,JL. CITARIP BARAT NO. 16 BLK
334,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,SLB BC BANDUNG RAYA,20219873,SWASTA,JL. H. KURDI II / IV NO. 318
335,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,SLB ABC BINA MANDIRI,20219868,SWASTA,JL. SUKAMAJU 17
336,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,SLB AUTIS PRANANDA,20280598,SWASTA,JL. BUANA MEKAR 1 NO.16 LOGAM
337,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,SLB PANCARAN IMAN,20255797,SWASTA,JL GOLF III NO 57
338,32,JAWA BARAT,3274,KOTA CIREBON,3274040,KESAMBI,32.74.05,KESAMBI,SLB N BUDI UTAMA,20258187,NEGERI,KESAMBI
339,32,JAWA BARAT,3274,KOTA CIREBON,3274040,KESAMBI,32.74.05,KESAMBI,SLB B SAYANGE,20258315,SWASTA,JLN. SEKAR KEMUNING
340,32,JAWA BARAT,3274,KOTA CIREBON,3274040,KESAMBI,32.74.05,KESAMBI,SLB C PANCARAN KASIH,20258316,SWASTA,JL.PERJUANGAN BY PASS RT 01 RW 01 45132 NO TELP 0231 482550
341,32,JAWA BARAT,3274,KOTA CIREBON,3274010,HARJAMUKTI,32.74.03,HARJAMUKTI,SLB MEKAR ARUM,20265786,SWASTA,"JL. CIREMAI GIRI BLOK E.2 NO. 09, RT.004/RW.017"
342,32,JAWA BARAT,3274,KOTA CIREBON,3274050,KEJAKSAN,32.74.01,KEJAKSAN,SLB-B PANCARAN KASIH,20258314,SWASTA,JL DR. WAHIDIN
343,32,JAWA BARAT,3275,KOTA BEKASI,3275040,BEKASI TIMUR,32.75.01,BEKASI TIMUR,SLB NEGERI BEKASI JAYA,20231616,NEGERI,JL. MAHONI RAYA NO. 1 PERUMAHAN BEKASI JAYA INDAH BLOK BI B/3 RT.002/09
344,32,JAWA BARAT,3275,KOTA BEKASI,3275040,BEKASI TIMUR,32.75.01,BEKASI TIMUR,SLB ABC CITRA MANDALA,20218362,SWASTA,JL.KARANG SATRIA 115 KP.CEREWET
345,32,JAWA BARAT,3275,KOTA BEKASI,3275041,RAWALUMBU,32.75.05,RAWALUMBU,SLB-C SANTA LUSIA,20258230,SWASTA,JL. KEMUNING  V
346,32,JAWA BARAT,3275,KOTA BEKASI,3275060,BEKASI BARAT,32.75.02,BEKASI BARAT,SLB SINAR KASIH,20269706,SWASTA,JL TERATAI III/41 PERUMNAS 1 BEKASI
347,32,JAWA BARAT,3275,KOTA BEKASI,3275050,BEKASI SELATAN,32.75.04,BEKASI SELATAN,SLB AGCA CENTER,69758792,SWASTA,JL. PULOPERMATASARI RAYA KAV II NO 2
348,32,JAWA BARAT,3275,KOTA BEKASI,3275050,BEKASI SELATAN,32.75.04,BEKASI SELATAN,SLB KEMBAR KARYA PEMBANGUNAN,20258182,SWASTA,JALAN MUJAIR I NO 1 PERUMNAS 1
349,32,JAWA BARAT,3275,KOTA BEKASI,3275010,PONDOKGEDE,32.75.08,PONDOKGEDE,SLB B-C AL GAFFAR GUCHANY,20253394,SWASTA,JL RAYA JATI MAKMUR NO 181
350,32,JAWA BARAT,3275,KOTA BEKASI,3275010,PONDOKGEDE,32.75.08,PONDOKGEDE,SLB B-C SURYA WIYATA,20258329,SWASTA,JL. CEMPAKA BULAK NO.27
351,32,JAWA BARAT,3275,KOTA BEKASI,3275010,PONDOKGEDE,32.75.08,PONDOKGEDE,SLB BC AS-SYAFI`IYAH,20258204,SWASTA,JL JATIWARINGIN NO 8
352,32,JAWA BARAT,3275,KOTA BEKASI,3275061,MEDAN SATRIA,32.75.06,MEDANSATRIA,SLB AL - AZHAR,69864718,SWASTA,JL. AL - AZHAR NO 08220
353,32,JAWA BARAT,3275,KOTA BEKASI,3275061,MEDAN SATRIA,32.75.06,MEDANSATRIA,SLB CAHAYA PERTIWI,20223061,SWASTA,TAMAN HARAPAN BARU BLOK C4 NO.21-22 MEDAN SATRIA
354,32,JAWA BARAT,3276,KOTA DEPOK,3276020,PANCORAN MAS,32.76.01,PANCORAN MAS,SLB B DHARMA ASIH,20223842,SWASTA,JL.BANGAU RAYA
355,32,JAWA BARAT,3276,KOTA DEPOK,3276020,PANCORAN MAS,32.76.01,PANCORAN MAS,SLB C DHARMA ASIH,20223822,SWASTA,JL.BANGAU RAYA
356,32,JAWA BARAT,3276,KOTA DEPOK,3276020,PANCORAN MAS,32.76.01,PANCORAN MAS,SLB C1 DHARMA ASIH,20333823,SWASTA,JL.BANGAU RAYA
357,32,JAWA BARAT,3276,KOTA DEPOK,3276030,SUKMA JAYA,32.76.05,SUKMAJAYA,SLB INSAN MANDIRI DEPOK,20267204,SWASTA,JL.KRUING III NO. 282 RT.08 RW.06
358,32,JAWA BARAT,3276,KOTA DEPOK,3276040,CIMANGGIS,32.76.02,CIMANGGIS,SLB FROBEL MONTESSORI 2,20267206,SWASTA,"JL.PEKAPURAN, NO. 2 RT. 01/07"
359,32,JAWA BARAT,3276,KOTA DEPOK,3276041,TAPOS,32.76.10,TAPOS,SLB BC BUDI LESTARI,20223824,SWASTA,"JL.SUKATANI, KP.CIHERANG"
360,32,JAWA BARAT,3276,KOTA DEPOK,3276031,CILODONG,32.76.08,CILODONG,SLB BINA INSANI,20223841,SWASTA,JL.PARUNG SERAB
361,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,32.76.06,BEJI,SLB BCD NUSANTARA,20260502,SWASTA,JL.SEMPU 1 NO. 7 - 8
362,32,JAWA BARAT,3276,KOTA DEPOK,3276050,BEJI,32.76.06,BEJI,SLB C MAHARDIKA,20267203,SWASTA,JL. H. FATIMAH NO. 39A RT. 05/ 11
363,32,JAWA BARAT,3276,KOTA DEPOK,3276021,CIPAYUNG,32.76.07,CIPAYUNG,SLB NEGERI KOTA DEPOK,20229818,NEGERI,"JL.RAYA CITAYAM, CIPAYUNG"
364,32,JAWA BARAT,3276,KOTA DEPOK,3276011,BOJONGSARI,32.76.11,BOJONGSARI,SLB B-C ABDI PRATAMA BOJONGSARI,69893604,SWASTA,JL. MAWAR RAYA BUKIT SAWANGAN INDAH BLOK B2 NO.1 RT.017 RW. 003
365,32,JAWA BARAT,3276,KOTA DEPOK,3276061,CINERE,32.76.09,CINERE,SLB BC MANUNGGAL BHAKTI,20223825,SWASTA,JL.H.SALEH NO. 1 RT.07 RW 07
366,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,32.77.01,CIMAHI SELATAN,SLB BC ARAS,20224140,SWASTA,JL. KERKHOF KOMPLEK SEKOLAH KIHAPIT
367,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,32.77.01,CIMAHI SELATAN,SLB BC NURANI,20224119,SWASTA,JL JEND AMIR MACHMUD GG ARSYAD NO 187
368,32,JAWA BARAT,3277,KOTA CIMAHI,3277010,CIMAHI SELATAN,32.77.01,CIMAHI SELATAN,SLB C TUT WURI HANDAYANI,20219748,SWASTA,BLOK SUKAMAJU NO. 96 RT 01 RW 06
369,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,32.77.03,CIMAHI UTARA,SLB NEGERI A CITEUREUP,58570036,NEGERI,JL. SUKARASA NO. 40
370,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,32.77.03,CIMAHI UTARA,SLB B PRIMA BHAKTI MULIA,20229248,SWASTA,JL. BUDHI NO. 123
371,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,32.77.03,CIMAHI UTARA,SLB MUKTI ASIH,20247214,SWASTA,JL. MARTASIK NO. 24
372,32,JAWA BARAT,3277,KOTA CIMAHI,3277030,CIMAHI UTARA,32.77.03,CIMAHI UTARA,SLB PAMBUDI DHARMA 1,20224118,SWASTA,JL.KOLONEL MASTURI KM 03
373,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,32.77.02,CIMAHI TENGAH,SLB NEGERI 2 SENTRA PKPLK,20270931,NEGERI,JL. DRA. HJ. DJULAEHA KARMITA NO.3
374,32,JAWA BARAT,3277,KOTA CIMAHI,3277020,CIMAHI TENGAH,32.77.02,CIMAHI TENGAH,SLB BC YATIRA,20224116,SWASTA,JL. K.H. USMAN DHOMIRI 191 A
375,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278040,TAWANG,32.78.03,TAWANG,SLB YAYASAN BAHAGIA,20251092,SWASTA,JL. TAMAN PAHLAWAN NO. 20
376,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278010,KAWALU,32.78.05,KAWALU,SLB AISYIYAH KAWALU,20251822,SWASTA,JL. PERINTIS KEMERDEKAAN
377,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,32.78.01,CIHIDEUNG,SLB ABC ARGASARI LESTARI,20251827,SWASTA,JL. CIEUNTEUNG GEDE BLKG. NO.28
378,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278050,CIHIDEUNG,32.78.01,CIHIDEUNG,SLB ABC YAYASAN INSAN SEJAHTERA,20251804,SWASTA,JL. BANTAR NO. 112 A
379,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278020,TAMANSARI,32.78.07,TAMANSARI,SLB NEGERI TAMANSARI,20276107,NEGERI,JL. CIDAHU GOBRAS
380,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278070,INDIHIANG,32.78.04,INDIHIANG,SLB YAYASAN PENDIDIKAN PATRIOT,20251803,SWASTA,JL. LETJEN IBRAHIM ADJIE (BLK MASJID KAUM AL-ROSYAD) INDIHIANG
381,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3278071,BUNGURSARI,32.78.09,BUNGURSARI,SLB Negeri Bungursari,70034094,NEGERI,"JL. RANCA SEPAT, RT.03 RW.05"
382,32,JAWA BARAT,3279,KOTA BANJAR,3279010,BANJAR,32.79.01,BANJAR,SLB ABC PUTRA PASUNDAN 1,20267661,SWASTA,JALAN GOTONG ROYONG
383,32,JAWA BARAT,3279,KOTA BANJAR,3279010,BANJAR,32.79.01,BANJAR,SLB DARUL ISHLAH,69786620,SWASTA,JL. LAPANG DUSUN WARUNG BUAH RT/RW. 31/16 KEC. BANJAR KOTA BANJAR
384,32,JAWA BARAT,3279,KOTA BANJAR,3279040,LANGENSARI,32.79.04,LANGENSARI,SLB PUTRA PASUNDAN 2,60724654,SWASTA,JALAN BANJAR - LANGEN
385,32,JAWA BARAT,3279,KOTA BANJAR,3279030,PATARUMAN,32.79.02,PATARUMAN,SLB Negeri Banjar,60724655,NEGERI,JLN.JELAT-PATARUMAN
386,32,JAWA BARAT,3279,KOTA BANJAR,3279030,PATARUMAN,32.79.02,PATARUMAN,SLB Mekar Mandiri Batulawang,60729212,SWASTA,DUSUN TUNDAGAN RT 19 RW 06
