id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_sekolah,jumlah_murid,satuan,tahun_ajaran
275,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,16203,ORANG,2023/2024
276,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,17138,ORANG,2023/2024
277,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,26180,ORANG,2023/2024
278,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,38214,ORANG,2023/2024
279,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,30622,ORANG,2023/2024
280,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,22504,ORANG,2023/2024
281,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,17316,ORANG,2023/2024
282,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,11818,ORANG,2023/2024
283,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,15977,ORANG,2023/2024
284,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,2531,ORANG,2023/2024
285,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,19606,ORANG,2023/2024
286,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,1359,ORANG,2023/2024
287,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,22186,ORANG,2023/2024
288,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,5666,ORANG,2023/2024
289,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,18886,ORANG,2023/2024
290,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,1892,ORANG,2023/2024
291,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,15544,ORANG,2023/2024
292,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,4306,ORANG,2023/2024
293,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,19879,ORANG,2023/2024
294,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,2963,ORANG,2023/2024
295,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,21293,ORANG,2023/2024
296,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,6149,ORANG,2023/2024
297,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,15996,ORANG,2023/2024
298,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,2211,ORANG,2023/2024
299,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,30189,ORANG,2023/2024
300,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,3965,ORANG,2023/2024
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,48133,ORANG,2023/2024
302,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,13467,ORANG,2023/2024
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,18960,ORANG,2023/2024
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,10900,ORANG,2023/2024
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,4608,ORANG,2023/2024
306,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,413,ORANG,2023/2024
307,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,9955,ORANG,2023/2024
308,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,12136,ORANG,2023/2024
309,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,6612,ORANG,2023/2024
310,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,1687,ORANG,2023/2024
311,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,31349,ORANG,2023/2024
312,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,32712,ORANG,2023/2024
313,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,10760,ORANG,2023/2024
314,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,2226,ORANG,2023/2024
315,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,24476,ORANG,2023/2024
316,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,25748,ORANG,2023/2024
317,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,15941,ORANG,2023/2024
318,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,17119,ORANG,2023/2024
319,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,7589,ORANG,2023/2024
320,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,3424,ORANG,2023/2024
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,12825,ORANG,2023/2024
322,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,3840,ORANG,2023/2024
323,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,3544,ORANG,2023/2024
324,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,110,ORANG,2023/2024
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEGERI,48865,ORANG,2024/2025
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,43120,ORANG,2024/2025
327,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEGERI,27752,ORANG,2024/2025
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,13896,ORANG,2024/2025
329,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NEGERI,16203,ORANG,2024/2025
330,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,17138,ORANG,2024/2025
331,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEGERI,26180,ORANG,2024/2025
332,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,38216,ORANG,2024/2025
333,32,JAWA BARAT,3205,KABUPATEN GARUT,NEGERI,30622,ORANG,2024/2025
334,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,22504,ORANG,2024/2025
335,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEGERI,17316,ORANG,2024/2025
336,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,11818,ORANG,2024/2025
337,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEGERI,15977,ORANG,2024/2025
338,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,2531,ORANG,2024/2025
339,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEGERI,19606,ORANG,2024/2025
340,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,1359,ORANG,2024/2025
341,32,JAWA BARAT,3209,KABUPATEN CIREBON,NEGERI,22186,ORANG,2024/2025
342,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,5666,ORANG,2024/2025
343,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEGERI,18886,ORANG,2024/2025
344,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,1892,ORANG,2024/2025
345,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEGERI,15544,ORANG,2024/2025
346,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,4306,ORANG,2024/2025
347,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEGERI,19879,ORANG,2024/2025
348,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,2963,ORANG,2024/2025
349,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEGERI,21293,ORANG,2024/2025
350,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,6149,ORANG,2024/2025
351,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEGERI,15996,ORANG,2024/2025
352,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,2211,ORANG,2024/2025
353,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEGERI,30189,ORANG,2024/2025
354,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,3965,ORANG,2024/2025
355,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEGERI,48133,ORANG,2024/2025
356,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,13467,ORANG,2024/2025
357,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEGERI,18960,ORANG,2024/2025
358,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,10900,ORANG,2024/2025
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEGERI,4608,ORANG,2024/2025
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,413,ORANG,2024/2025
361,32,JAWA BARAT,3271,KOTA BOGOR,NEGERI,9955,ORANG,2024/2025
362,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,12136,ORANG,2024/2025
363,32,JAWA BARAT,3272,KOTA SUKABUMI,NEGERI,6612,ORANG,2024/2025
364,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,1687,ORANG,2024/2025
365,32,JAWA BARAT,3273,KOTA BANDUNG,NEGERI,31349,ORANG,2024/2025
366,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,32712,ORANG,2024/2025
367,32,JAWA BARAT,3274,KOTA CIREBON,NEGERI,10760,ORANG,2024/2025
368,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,2226,ORANG,2024/2025
369,32,JAWA BARAT,3275,KOTA BEKASI,NEGERI,24476,ORANG,2024/2025
370,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,25748,ORANG,2024/2025
371,32,JAWA BARAT,3276,KOTA DEPOK,NEGERI,15941,ORANG,2024/2025
372,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,17119,ORANG,2024/2025
373,32,JAWA BARAT,3277,KOTA CIMAHI,NEGERI,7589,ORANG,2024/2025
374,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,3424,ORANG,2024/2025
375,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEGERI,12825,ORANG,2024/2025
376,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,3840,ORANG,2024/2025
377,32,JAWA BARAT,3279,KOTA BANJAR,NEGERI,3544,ORANG,2024/2025
378,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,110,ORANG,2024/2025
